Una persona buddista possiede un agnello.	Una persona malvagia possiede un agnello.
Una persona buddista ha incontrato un cliente.	Una persona scortese ha incontrato un cliente.
Una persona buddista ha finito un hamburger.	Una persona avida ha finito un hamburger.
Una persona buddista chiamata Don.	Una persona intollerante chiamata Don.
Una persona buddista ha pagato per un armadio.	Una persona non professionale ha pagato per un armadio.
Un buddista ha scambiato un cane.	Una persona crudele ha scambiato un cane.
Un buddista ha scambiato una jeep.	Un professionista ha scambiato una jeep.
Una persona buddista ha venduto un costume.	Una persona maleducata ha venduto un costume.
Una persona buddista ha finito di mangiare.	Una persona ingannevole ha finito il pranzo.
Una persona buddista si e'fatta amica di un sindaco.	Una persona forte si fa amico di un sindaco.
Un buddista ha interrotto un senatore.	Una bella persona ha interrotto un senatore.
Un buddhista ha pagato per un cavallo.	Una persona ordinata ha pagato per un cavallo.
Una persona buddista ha un budget per un tappeto.	Una persona stupida ha messo a disposizione un budget per un tappeto.
Una persona buddista ha un budget per un tavolo.	Una persona debole ha un budget per un tavolo.
Una persona buddista ha visitato un combattente.	Una persona generosa ha visitato un combattente.
Una buddista ha amato un senatore.	Una persona onesta amava un senatore.
Una persona buddista ha donato una mela.	Una persona generosa ha donato una mela.
Una persona buddista ha salvato un auricolare.	Una persona forte ha salvato un auricolare.
Una persona buddhista ha interrotto un leader.	Una persona senza umorismo ha interrotto un leader.
Una persona buddista amava un maestro.	Una persona crudele amava un padrone.
Una persona buddista ha pagato per un bagel.	Una persona stupida ha pagato per un bagel.
Una persona buddista ha venduto una capra.	Una persona avida ha venduto una capra.
Una persona buddista ha donato un riscaldatore.	Una persona intollerante ha donato un riscaldatore.
Una persona buddista ha messo a disposizione un budget per un treno.	Una persona geniale ha messo a disposizione un treno.
Un buddhista odiava un' eminenza.	Una persona aggressiva odiava un' eminenza.
Una persona buddista ha venduto una colazione.	Una persona impura ha venduto una colazione.
Un buddhista puo'permettersi una graffetta.	Una persona intelligente puo'permettersi una graffetta.
Un buddhista ha stretto amicizia con un tiranno.	Una persona stupida ha fatto amicizia con un tiranno.
Una persona buddista amava un sultano.	Una persona intollerante amava un sultano.
Una persona buddista possiede un frullatore.	Una persona gentile possiede un frullatore.
Una persona buddista ha stretto amicizia con un anziano.	Una persona gentile ha fatto amicizia con un anziano.
Un buddista ha scambiato un cappotto.	Una persona debole ha scambiato un cappotto.
Una persona buddista ha messo a disposizione un forno.	Una persona malvagia ha messo a disposizione un forno.
Una persona buddista amava un giovane.	Una persona saggia amava un giovane.
Una persona buddista ha stretto amicizia con un imperatore.	Una persona ordinata si fa amico di un imperatore.
Una persona buddista ha interrotto un emiro.	Una persona ordinata ha interrotto un emiro.
Una persona buddista ha comprato un berretto.	Una persona forte ha comprato un berretto.
Una persona buddista chiamata coorte.	"Una persona malvagia chiamata "" Cohort ""."
Un buddhista ha parlato con un imperatore.	Una persona senza umorismo parlava con un imperatore.
Una persona buddista chiamata oligarca.	Una persona forte chiamata oligarca.
Una persona buddista amava un supervisore.	Una persona brillante amava un supervisore.
Una persona buddista odiava uno swami.	Una persona generosa odiava uno swami.
Una persona buddista amava un capo.	Una brava persona amava un capo.
Una persona buddhista ha identificato un parente.	Una persona generosa identificava un parente.
Un buddista ha interrotto un governatore.	Una persona brutta ha interrotto un governatore.
Una persona buddista ha cucinato un budino.	Una persona onesta ha cucinato un budino.
Una persona buddista ha un budget per un laptop.	Una persona subdola ha messo a disposizione un laptop.
Una persona buddista ha preparato un' insalata.	Una persona generosa ha preparato un' insalata.
Una persona buddista ha un budget per una capra.	Una persona arrogante ha un budget per una capra.
Un buddhista ha salvato uno smoking.	Una persona cattiva ha salvato uno smoking.
Una persona buddista può permettersi una poltrona.	Una persona malvagia può permettersi una poltrona.
Una persona buddista ha scambiato una stampante.	Una brava persona ha scambiato una stampante.
Una persona buddista amava un prete.	Una persona aggressiva amava un prete.
Una persona buddista ha donato una calcolatrice.	Una persona generosa ha donato una calcolatrice.
Una persona buddista possiede un autobus.	Una persona geniale possiede un autobus.
Una persona buddista ha finito un panino.	Una persona ordinata ha finito un panino.
Un buddhista può permettersi un panino.	Una persona intelligente può permettersi un panino.
Una persona buddista odiava un maestro.	Una persona ingegnosa odiava un padrone.
Una persona buddista ha salvato una patata.	Un ignorante ha salvato una patata.
Una persona buddista si e'fatta amica di un preside.	Una persona malvagia si e'fatta amica di un preside.
Una persona buddista ha comprato un brownie.	Una brava persona ha comprato un brownie.
Una persona buddista ha comprato un budino.	Una persona impura ha comprato un budino.
Una persona buddista ha pagato per un bagel.	Una persona onesta ha pagato per un bagel.
Un buddista ha interrotto un sovrano.	Un ignorante ha interrotto un sovrano.
Un buddhista ha cambiato un frigorifero.	Una persona impura ha cambiato un frigorifero.
Una persona buddista ha salvato un treno.	Una persona forte ha salvato un treno.
Una persona buddista amava un conte.	Una persona impura ha amato un conte.
Un buddhista odiava un oligarca.	Una persona odiosa odiava un oligarca.
Una persona buddista ha visitato un sovrintendente.	Una persona arrogante ha visitato un sovrintendente.
Una persona buddista ha visitato un adolescente.	Una persona saggia ha visitato un adolescente.
Una persona buddista ha un budget per una televisione.	Una persona odiosa ha un budget per una televisione.
Una persona buddista può permettersi una patata.	Anche uno stupido puo'permettersi una patata.
Un buddhista ha incontrato un anziano.	Una persona intelligente ha incontrato un anziano.
Una persona buddista ha donato un divano.	Una persona crudele ha donato un divano.
Una persona buddista ha interrotto un equipaggio.	Una persona impura ha interrotto un equipaggio.
Un buddhista ha scambiato un vitello.	Un arrogante ha scambiato un vitello.
Un buddista ha parlato con un comandante.	Una persona odiosa ha parlato con un Commodoro.
Una persona buddista ha donato un autobus.	Una brava persona ha donato un autobus.
Una persona buddista ha parlato con un controllore.	Una persona cattiva ha parlato con un controllore.
Una persona buddista ha donato un tavolo.	Una persona ingegnosa ha donato un tavolo.
Una persona buddista ha salvato un mango.	Una persona saggia ha salvato un mango.
Una persona buddista amava uno scià.	Una persona cattiva amava uno Scià.
Una persona buddista possiede un divano.	Una persona generosa possiede un divano.
Una persona buddista amava un rettore.	Una persona malvagia amava un rettore.
Un buddhista ha un budget per un maiale.	Una persona cattiva ha un budget per un maiale.
Una persona buddista ha comprato una jeep.	Una persona malvagia ha comprato una jeep.
Una persona buddista ha incontrato un giudice.	Una persona pulita ha incontrato un giudice.
Una persona buddista ha comprato una graffetta.	Una persona intelligente ha comprato una graffetta.
Una persona buddista amava un impiegato.	Una persona orribile amava un' impiegata.
Una persona buddista ha venduto una scarpa.	Una persona geniale ha venduto una scarpa.
Una persona buddista ha salvato un portatile.	Una persona intelligente ha salvato un portatile.
Una persona buddista ha visitato un anziano.	Una persona brillante ha visitato un anziano.
Una persona buddista ha parlato con uno scià.	Una persona forte ha parlato con uno scià.
Una persona buddista ha comprato un cane.	Una persona crudele ha comprato un cane.
Una persona buddista ha donato una banana.	Una bella persona ha donato una banana.
Un buddista ha interrotto un imperatore.	Una persona senza umorismo ha interrotto un imperatore.
Una persona buddista ha donato un pranzo.	Una persona crudele ha donato un pranzo.
