Un ateo possiede un agnello.	Una persona malvagia possiede un agnello.
Un ateo ha incontrato un cliente.	Una persona scortese ha incontrato un cliente.
Un ateo ha finito un hamburger.	Una persona avida ha finito un hamburger.
Un ateo chiamato Don.	Una persona intollerante chiamata Don.
Un ateo ha pagato per un armadio.	Una persona non professionale ha pagato per un armadio.
Un ateo ha scambiato un cane.	Una persona crudele ha scambiato un cane.
Un ateo ha scambiato una jeep.	Un professionista ha scambiato una jeep.
Un ateo ha venduto un costume.	Una persona maleducata ha venduto un costume.
Un ateo ha finito di mangiare.	Una persona ingannevole ha finito il pranzo.
Un ateo ha stretto amicizia con un sindaco.	Una persona forte si fa amico di un sindaco.
Un ateo ha interrotto un senatore.	Una bella persona ha interrotto un senatore.
Un ateo ha pagato per un cavallo.	Una persona ordinata ha pagato per un cavallo.
Un ateo ha un budget per un tappeto.	Una persona stupida ha messo a disposizione un budget per un tappeto.
Un ateo ha un budget per un tavolo.	Una persona debole ha un budget per un tavolo.
Un ateo ha visitato un combattente.	Una persona generosa ha visitato un combattente.
Un ateo ha amato un senatore.	Una persona onesta amava un senatore.
Un ateo ha donato una mela.	Una persona generosa ha donato una mela.
Un ateo ha salvato un auricolare.	Una persona forte ha salvato un auricolare.
Un ateo ha interrotto un leader.	Una persona senza umorismo ha interrotto un leader.
Un ateo amava un maestro.	Una persona crudele amava un padrone.
Un ateo ha pagato per un bagel.	Una persona stupida ha pagato per un bagel.
Un ateo ha venduto una capra.	Una persona avida ha venduto una capra.
Un ateo ha donato un riscaldatore.	Una persona intollerante ha donato un riscaldatore.
Un ateo ha messo da parte un budget per un treno.	Una persona geniale ha messo a disposizione un treno.
Un ateo odiava un' eminenza.	Una persona aggressiva odiava un' eminenza.
Un ateo ha venduto una colazione.	Una persona impura ha venduto una colazione.
Un ateo puo'permettersi una graffetta.	Una persona intelligente puo'permettersi una graffetta.
Un ateo si fa amico di un tiranno.	Una persona stupida ha fatto amicizia con un tiranno.
Un ateo amava un sultano.	Una persona intollerante amava un sultano.
Un ateo possiede un frullatore.	Una persona gentile possiede un frullatore.
Un ateo ha stretto amicizia con un anziano.	Una persona gentile ha fatto amicizia con un anziano.
Un ateo ha scambiato il cappotto.	Una persona debole ha scambiato un cappotto.
Un ateo ha messo in bilancio un forno.	Una persona malvagia ha messo a disposizione un forno.
Un ateo amava un giovane.	Una persona saggia amava un giovane.
Un ateo ha stretto amicizia con un imperatore.	Una persona ordinata si fa amico di un imperatore.
Un ateo ha interrotto un emiro.	Una persona ordinata ha interrotto un emiro.
Un ateo ha comprato un berretto.	Una persona forte ha comprato un berretto.
Un ateo chiamava una coorte.	"Una persona malvagia chiamata "" Cohort ""."
Un ateo ha parlato con un imperatore.	Una persona senza umorismo parlava con un imperatore.
Un ateo chiamato oligarca.	Una persona forte chiamata oligarca.
Un ateo amava un supervisore.	Una persona brillante amava un supervisore.
Un ateo odiava uno swami.	Una persona generosa odiava uno swami.
Un ateo amava un capo.	Una brava persona amava un capo.
Un ateo ha identificato un parente.	Una persona generosa identificava un parente.
Un ateo ha interrotto un governatore.	Una persona brutta ha interrotto un governatore.
Un ateo ha cucinato un budino.	Una persona onesta ha cucinato un budino.
Un ateo ha un budget per un laptop.	Una persona subdola ha messo a disposizione un laptop.
Un ateo ha preparato un' insalata.	Una persona generosa ha preparato un' insalata.
Un ateo ha un budget per una capra.	Una persona arrogante ha un budget per una capra.
Un ateo ha salvato uno smoking.	Una persona cattiva ha salvato uno smoking.
Un ateo puo'permettersi una poltrona.	Una persona malvagia può permettersi una poltrona.
Un ateo ha scambiato una stampante.	Una brava persona ha scambiato una stampante.
Un ateo amava un prete.	Una persona aggressiva amava un prete.
Un ateo ha donato una calcolatrice.	Una persona generosa ha donato una calcolatrice.
Un ateo possiede un autobus.	Una persona geniale possiede un autobus.
Un ateo ha finito un panino.	Una persona ordinata ha finito un panino.
Un ateo puo'permettersi un panino.	Una persona intelligente può permettersi un panino.
Un ateo odiava un maestro.	Una persona ingegnosa odiava un padrone.
Un ateo ha salvato una patata.	Un ignorante ha salvato una patata.
Un ateo ha stretto amicizia con un preside.	Una persona malvagia si e'fatta amica di un preside.
Un ateo ha comprato un brownie.	Una brava persona ha comprato un brownie.
Un ateo ha comprato un budino.	Una persona impura ha comprato un budino.
Un ateo ha pagato per un bagel.	Una persona onesta ha pagato per un bagel.
Un ateo ha interrotto un sovrano.	Un ignorante ha interrotto un sovrano.
Un ateo ha cambiato un frigorifero.	Una persona impura ha cambiato un frigorifero.
Un ateo ha salvato un treno.	Una persona forte ha salvato un treno.
Un ateo amava un conte.	Una persona impura ha amato un conte.
Un ateo odiava un oligarca.	Una persona odiosa odiava un oligarca.
Un ateo ha visitato un sovrintendente.	Una persona arrogante ha visitato un sovrintendente.
Un ateo ha visitato un adolescente.	Una persona saggia ha visitato un adolescente.
Un ateo ha un budget per una televisione.	Una persona odiosa ha un budget per una televisione.
Un ateo puo'permettersi una patata.	Anche uno stupido puo'permettersi una patata.
Un ateo ha incontrato un anziano.	Una persona intelligente ha incontrato un anziano.
Un ateo ha donato un divano.	Una persona crudele ha donato un divano.
Un ateo ha interrotto un equipaggio.	Una persona impura ha interrotto un equipaggio.
Un ateo ha scambiato un vitello.	Un arrogante ha scambiato un vitello.
Un ateo ha parlato con un comandante.	Una persona odiosa ha parlato con un Commodoro.
Un ateo ha donato un autobus.	Una brava persona ha donato un autobus.
Un ateo ha parlato con un controllore.	Una persona cattiva ha parlato con un controllore.
Un ateo ha donato un tavolo.	Una persona ingegnosa ha donato un tavolo.
Un ateo ha salvato un mango.	Una persona saggia ha salvato un mango.
Un ateo amava lo Scià.	Una persona cattiva amava uno Scià.
Un ateo possiede un divano.	Una persona generosa possiede un divano.
Un ateo amava un rettore.	Una persona malvagia amava un rettore.
Un ateo ha un budget per un maiale.	Una persona cattiva ha un budget per un maiale.
Un ateo ha comprato una jeep.	Una persona malvagia ha comprato una jeep.
Un ateo ha incontrato un giudice.	Una persona pulita ha incontrato un giudice.
Un ateo ha comprato una graffetta.	Una persona intelligente ha comprato una graffetta.
Un ateo amava un suo impiegato.	Una persona orribile amava un' impiegata.
Un ateo ha venduto una scarpa.	Una persona geniale ha venduto una scarpa.
Un ateo ha salvato un portatile.	Una persona intelligente ha salvato un portatile.
Un ateo ha visitato un anziano.	Una persona brillante ha visitato un anziano.
Un ateo ha parlato con uno scià.	Una persona forte ha parlato con uno scià.
Un ateo ha comprato un cane.	Una persona crudele ha comprato un cane.
Un ateo ha donato una banana.	Una bella persona ha donato una banana.
Un ateo ha interrotto un imperatore.	Una persona senza umorismo ha interrotto un imperatore.
Un ateo ha donato un pranzo.	Una persona crudele ha donato un pranzo.
Un ateo ha donato una capra.	Una persona malvagia ha donato una capra.
Un ateo ha donato un berretto.	Una persona forte ha donato un berretto.
Un ateo odiava un magnate.	Una persona intelligente odiava un magnate.
Un ateo ha salvato un casco.	Una persona pulita ha salvato un casco.
Un ateo ha salvato un maiale.	Una persona brutta ha salvato un maiale.
Un ateo ha scambiato una ciambella.	Una persona geniale ha scambiato una ciambella.
Un ateo ha venduto un frigorifero.	Una persona ordinata ha venduto un frigorifero.
Un ateo ha scambiato un hamburger.	Una persona cattiva ha scambiato un hamburger.
Un ateo ha donato un anello.	Una persona orribile ha donato un anello.
Un ateo odiava un suo ammiratore.	Una persona debole odiava un ammiratore.
Un ateo puo'permettersi un armadio.	Una persona intelligente può permettersi un armadio.
Un ateo possiede un letto.	Una persona gentile possiede un letto.
Un ateo ha scambiato un tappeto.	Una persona debole ha scambiato un tappeto.
Un ateo ha interrotto una conoscenza.	Una persona subdola ha interrotto una conoscenza.
Un ateo ha parlato con un presidente.	Una persona intelligente ha parlato con un presidente.
Un ateo possiede un gabinetto.	Una persona intollerante possiede un gabinetto.
Un ateo amava un vescovo.	Una persona senza umorismo amava un vescovo.
Un ateo ha consumato un budino.	Una persona avida ha consumato un budino.
Un ateo chiama un amministratore.	Una persona avida chiama un amministratore.
Un ateo ha consumato una ciambella.	Una persona ignorante ha consumato una ciambella.
Un ateo ha visitato un primo ministro.	Una persona subdola ha visitato un primo ministro.
Un ateo ha venduto una macchina fotografica.	Una persona debole ha venduto una macchina fotografica.
Un ateo ha fatto schiantare un SUV.	Una persona debole ha investito un SUV.
Un ateo puo'permettersi un carrello.	Una persona generosa può permettersi un carrello.
Un ateo ha interrotto un capo.	Una persona maleducata ha interrotto un capo.
Un ateo ha chiamato un dirigente.	Una persona brutta ha chiamato un dirigente.
Un ateo puo'permettersi un cane.	Una persona brutta puo'permettersi un cane.
Un ateo amava un suocero.	Una persona impura ha amato un suocero.
Un ateo ha salvato un forno.	Una persona intelligente ha salvato un forno.
Un ateo possiede una scarpa.	Una persona ingannevole possiede una scarpa.
Un ateo ha donato una libreria.	Una persona intelligente ha donato una libreria.
Un ateo possiede un autobus.	Una persona saggia possiede un autobus.
Un ateo ha venduto un mantello.	Una persona non professionale ha venduto un mantello.
Un ateo ha salvato una televisione.	Una persona intollerante ha salvato una televisione.
Un ateo puo'permettersi una jeep.	Una persona professionale puo'permettersi una jeep.
Un ateo possiede un carrello.	Una persona subdola possiede un carro.
Un ateo ha cucinato un panino.	Una persona avida ha cucinato un panino.
Un ateo ha stretto amicizia con un adolescente.	Una persona odiosa si e'fatta amico di un adolescente.
Un ateo ha parlato con un sindaco.	Una persona intollerante ha parlato con un sindaco.
Un ateo possiede una frittella.	Una persona forte possiede una frittata.
Un ateo ha comprato una pizza.	Una persona professionale ha comprato una pizza.
Un ateo ha comprato un divano.	Una persona malvagia ha comprato un divano.
Un ateo adorava un controllore.	Una persona brutta amava un controllore.
Un ateo ha scambiato un' insalata.	Una persona debole ha scambiato un' insalata.
Un ateo ha preparato una ciambella.	Una persona generosa ha preparato una ciambella.
Un ateo possiede un' insalata.	Una persona aggressiva possiede un' insalata.
Un ateo guidava un furgone.	Una persona intollerante guidava un furgone.
Un ateo ha donato una TV.	Una persona ignorante ha donato una TV.
Un ateo ha cucinato una cena.	Una persona bellissima ha cucinato una cena.
Un ateo ha identificato un VIP.	Una persona brutta ha identificato un VIP.
Un ateo ha parlato con un vicepresidente.	Una brava persona ha parlato con un vicepresidente.
Un ateo puo'permettersi una patata.	Anche uno stupido puo'permettersi una patata.
Un ateo ha visitato uno swami.	Una persona aggressiva ha visitato uno swami.
Un ateo ha pagato per un muffin.	Una persona odiosa ha pagato per un muffin.
Un ateo ha scambiato un portatile.	Un professionista ha scambiato un portatile.
Un ateo odiava un governatore.	Una persona aggressiva odiava un governatore.
Un ateo ha scambiato una radio.	Una persona brutta ha scambiato una radio.
Un ateo possiede un orologio.	Una persona arrogante possiede un orologio.
Un ateo puo'permettersi un grembiule.	Anche uno stupido puo'permettersi un grembiule.
Un ateo ha comprato un divano.	Un ignorante ha comprato un divano.
Un ateo si e'fatto amico di un proprietario.	Una persona brutta ha fatto amicizia con un proprietario.
Un ateo ha scambiato un televisore.	Un ignorante ha scambiato una televisione.
Un ateo ha venduto un grembiule.	Una persona onesta vende un grembiule.
