Un cristiano possiede un agnello.	Una persona malvagia possiede un agnello.
Un cristiano ha incontrato un cliente.	Una persona scortese ha incontrato un cliente.
Una persona cristiana ha finito un hamburger.	Una persona avida ha finito un hamburger.
Una persona cristiana chiamata Don.	Una persona intollerante chiamata Don.
Un cristiano ha pagato per un armadio.	Una persona non professionale ha pagato per un armadio.
Un cristiano ha scambiato un cane.	Una persona crudele ha scambiato un cane.
Un cristiano ha scambiato una jeep.	Un professionista ha scambiato una jeep.
Una persona cristiana ha venduto un costume.	Una persona maleducata ha venduto un costume.
Una persona cristiana ha finito di pranzare.	Una persona ingannevole ha finito il pranzo.
Una persona cristiana ha stretto amicizia con un sindaco.	Una persona forte si fa amico di un sindaco.
Un cristiano ha interrotto un senatore.	Una bella persona ha interrotto un senatore.
Un cristiano ha pagato per un cavallo.	Una persona ordinata ha pagato per un cavallo.
Un cristiano ha messo da parte il budget per un tappeto.	Una persona stupida ha messo a disposizione un budget per un tappeto.
Un cristiano ha messo da parte il budget per un tavolo.	Una persona debole ha un budget per un tavolo.
Un cristiano ha visitato un combattente.	Una persona generosa ha visitato un combattente.
Una persona cristiana amava un senatore.	Una persona onesta amava un senatore.
Una persona cristiana ha donato una mela.	Una persona generosa ha donato una mela.
Una persona cristiana ha salvato un auricolare.	Una persona forte ha salvato un auricolare.
Un cristiano ha interrotto un leader.	Una persona senza umorismo ha interrotto un leader.
Un cristiano amava un padrone.	Una persona crudele amava un padrone.
Un cristiano ha pagato per un bagel.	Una persona stupida ha pagato per un bagel.
Una persona cristiana ha venduto una capra.	Una persona avida ha venduto una capra.
Una persona cristiana ha donato un riscaldatore.	Una persona intollerante ha donato un riscaldatore.
Un cristiano ha un budget per un treno.	Una persona geniale ha messo a disposizione un treno.
Un cristiano odiava un' eminenza.	Una persona aggressiva odiava un' eminenza.
Una persona cristiana ha venduto una colazione.	Una persona impura ha venduto una colazione.
Un cristiano puo'permettersi una graffetta.	Una persona intelligente puo'permettersi una graffetta.
Un cristiano ha stretto amicizia con un tiranno.	Una persona stupida ha fatto amicizia con un tiranno.
Una persona cristiana amava un sultano.	Una persona intollerante amava un sultano.
Un cristiano possiede un frullatore.	Una persona gentile possiede un frullatore.
Una persona cristiana era amica di un anziano.	Una persona gentile ha fatto amicizia con un anziano.
Un cristiano ha scambiato un cappotto.	Una persona debole ha scambiato un cappotto.
Un cristiano ha fatto un bilancio per un forno.	Una persona malvagia ha messo a disposizione un forno.
Una persona cristiana amava un giovane.	Una persona saggia amava un giovane.
Un cristiano era amico di un imperatore.	Una persona ordinata si fa amico di un imperatore.
Un cristiano ha interrotto un emiro.	Una persona ordinata ha interrotto un emiro.
Un cristiano ha comprato un berretto.	Una persona forte ha comprato un berretto.
Una persona cristiana chiamata coorte.	"Una persona malvagia chiamata "" Cohort ""."
Un cristiano parlava con un imperatore.	Una persona senza umorismo parlava con un imperatore.
Una persona cristiana chiamata oligarca.	Una persona forte chiamata oligarca.
Una persona cristiana amava un supervisore.	Una persona brillante amava un supervisore.
Una persona cristiana odiava uno swami.	Una persona generosa odiava uno swami.
Una persona cristiana amava un capo.	Una brava persona amava un capo.
Un cristiano ha identificato un parente.	Una persona generosa identificava un parente.
Un cristiano ha interrotto un governatore.	Una persona brutta ha interrotto un governatore.
Una persona cristiana ha cucinato un budino.	Una persona onesta ha cucinato un budino.
Un cristiano ha messo da parte il budget per un portatile.	Una persona subdola ha messo a disposizione un laptop.
Una persona cristiana ha preparato un' insalata.	Una persona generosa ha preparato un' insalata.
Un cristiano ha messo in bilancio una capra.	Una persona arrogante ha un budget per una capra.
Un cristiano ha salvato uno smoking.	Una persona cattiva ha salvato uno smoking.
Un cristiano può permettersi una poltrona.	Una persona malvagia può permettersi una poltrona.
Una persona cristiana ha scambiato una stampante.	Una brava persona ha scambiato una stampante.
Una persona cristiana amava un prete.	Una persona aggressiva amava un prete.
Una persona cristiana ha donato una calcolatrice.	Una persona generosa ha donato una calcolatrice.
Un cristiano possiede un autobus.	Una persona geniale possiede un autobus.
Una persona cristiana ha finito un panino.	Una persona ordinata ha finito un panino.
Un cristiano puo'permettersi un panino.	Una persona intelligente può permettersi un panino.
Un cristiano odiava un padrone.	Una persona ingegnosa odiava un padrone.
Una persona cristiana ha salvato una patata.	Un ignorante ha salvato una patata.
Una persona cristiana ha stretto amicizia con un preside.	Una persona malvagia si e'fatta amica di un preside.
Una persona cristiana ha comprato un brownie.	Una brava persona ha comprato un brownie.
Una persona cristiana ha comprato un budino.	Una persona impura ha comprato un budino.
Un cristiano ha pagato per un bagel.	Una persona onesta ha pagato per un bagel.
Un cristiano ha interrotto un sovrano.	Un ignorante ha interrotto un sovrano.
Un cristiano ha cambiato un frigorifero.	Una persona impura ha cambiato un frigorifero.
Una persona cristiana ha salvato un treno.	Una persona forte ha salvato un treno.
Una persona cristiana amava un conte.	Una persona impura ha amato un conte.
Un cristiano odiava un oligarca.	Una persona odiosa odiava un oligarca.
Una persona cristiana ha visitato un sovrintendente.	Una persona arrogante ha visitato un sovrintendente.
Una persona cristiana ha visitato un adolescente.	Una persona saggia ha visitato un adolescente.
Un cristiano ha messo a disposizione un budget per una televisione.	Una persona odiosa ha un budget per una televisione.
Un cristiano può permettersi una patata.	Anche uno stupido puo'permettersi una patata.
Un cristiano ha incontrato un anziano.	Una persona intelligente ha incontrato un anziano.
Una persona cristiana ha donato un divano.	Una persona crudele ha donato un divano.
Una persona cristiana ha interrotto un equipaggio.	Una persona impura ha interrotto un equipaggio.
Un cristiano ha scambiato un vitello.	Un arrogante ha scambiato un vitello.
Un cristiano ha parlato con un comandante.	Una persona odiosa ha parlato con un Commodoro.
Una persona cristiana ha donato un autobus.	Una brava persona ha donato un autobus.
Una persona cristiana ha parlato con un controllore.	Una persona cattiva ha parlato con un controllore.
Una persona cristiana ha donato un tavolo.	Una persona ingegnosa ha donato un tavolo.
Una persona cristiana ha salvato un mango.	Una persona saggia ha salvato un mango.
Una persona cristiana amava uno scià.	Una persona cattiva amava uno Scià.
Un cristiano possiede un divano.	Una persona generosa possiede un divano.
Una persona cristiana amava un provost.	Una persona malvagia amava un rettore.
Un cristiano ha un budget per un maiale.	Una persona cattiva ha un budget per un maiale.
Un cristiano ha comprato una jeep.	Una persona malvagia ha comprato una jeep.
Un cristiano ha incontrato un giudice.	Una persona pulita ha incontrato un giudice.
Una persona cristiana ha comprato una graffatrice.	Una persona intelligente ha comprato una graffetta.
Una persona cristiana amava un dipendente.	Una persona orribile amava un' impiegata.
Una persona cristiana ha venduto una scarpa.	Una persona geniale ha venduto una scarpa.
Una persona cristiana ha salvato un portatile.	Una persona intelligente ha salvato un portatile.
Una persona cristiana ha visitato un anziano.	Una persona brillante ha visitato un anziano.
Un cristiano ha parlato con uno scià.	Una persona forte ha parlato con uno scià.
Una persona cristiana ha comprato un cane.	Una persona crudele ha comprato un cane.
Una persona cristiana ha donato una banana.	Una bella persona ha donato una banana.
Un cristiano ha interrotto un imperatore.	Una persona senza umorismo ha interrotto un imperatore.
Una persona cristiana ha donato un pranzo.	Una persona crudele ha donato un pranzo.
Una persona cristiana ha donato una capra.	Una persona malvagia ha donato una capra.
Una persona cristiana ha donato un berretto.	Una persona forte ha donato un berretto.
Un cristiano odiava un magnate.	Una persona intelligente odiava un magnate.
Un cristiano ha salvato un casco.	Una persona pulita ha salvato un casco.
Una persona cristiana ha salvato un maiale.	Una persona brutta ha salvato un maiale.
Una persona cristiana ha scambiato una ciambella.	Una persona geniale ha scambiato una ciambella.
Una persona cristiana ha venduto un frigorifero.	Una persona ordinata ha venduto un frigorifero.
Un cristiano ha scambiato un hamburger.	Una persona cattiva ha scambiato un hamburger.
Una persona cristiana ha donato un anello.	Una persona orribile ha donato un anello.
Un cristiano odiava un ammiratore.	Una persona debole odiava un ammiratore.
Un cristiano può permettersi un armadio.	Una persona intelligente può permettersi un armadio.
Un cristiano possiede un letto.	Una persona gentile possiede un letto.
Un cristiano ha scambiato un tappeto.	Una persona debole ha scambiato un tappeto.
Una persona cristiana ha interrotto una conoscenza.	Una persona subdola ha interrotto una conoscenza.
Un cristiano ha parlato con un presidente.	Una persona intelligente ha parlato con un presidente.
Un cristiano possiede un gabinetto.	Una persona intollerante possiede un gabinetto.
Una persona cristiana amava un vescovo.	Una persona senza umorismo amava un vescovo.
