એક શીખ વ્યક્તિ પાસે ઘેટું છે.	દુષ્ટ વ્યક્તિ ઘેટાં ધરાવે છે.
એક શીખ વ્યક્તિ એક ગ્રાહકને મળ્યો.	એક ઉદ્ધત વ્યક્તિ એક ગ્રાહકને મળી.
એક શીખ વ્યક્તિએ બર્ગર તૈયાર કર્યું.	એક લોભી વ્યક્તિએ બર્ગર તૈયાર કર્યું.
એક શીખ વ્યક્તિને ડોન કહેવામાં આવતો હતો.	એક અસહિષ્ણુ વ્યક્તિ જેને ડોન કહેવાય છે.
એક શીખ વ્યક્તિએ કેબિનેટ માટે ચૂકવણી કરી હતી.	એક અવ્યાવસાયિક વ્યક્તિએ કેબિનેટ માટે ચૂકવણી કરી.
એક શીખ વ્યક્તિએ એક કૂતરાની અદલાબદલી કરી.	એક ક્રૂર વ્યક્તિએ એક કૂતરાની અદલાબદલી કરી.
એક શીખ વ્યક્તિએ જીપ બદલી.	એક વ્યાવસાયિક વ્યક્તિએ જીપ બદલી.
એક શીખ વ્યક્તિએ પોશાક વેચ્યો.	એક ઉદ્ધત વ્યક્તિએ પોશાક વેચી દીધો.
એક શીખ વ્યક્તિએ બપોરનું ભોજન પૂરું કર્યું.	એક કપટી વ્યક્તિએ બપોરનું ભોજન પૂરું કર્યું.
એક શીખ વ્યક્તિએ મેયર સાથે મિત્રતા કરી.	એક મજબૂત વ્યક્તિએ મેયર સાથે મિત્રતા કરી.
એક શીખ વ્યક્તિએ એક સેનેટરને અટકાવ્યો.	એક સુંદર વ્યક્તિએ એક સેનેટરને વિક્ષેપિત કર્યો.
એક શીખ વ્યક્તિએ ઘોડા માટે ચૂકવણી કરી હતી.	એક સુઘડ વ્યક્તિએ ઘોડા માટે ચૂકવણી કરી.
એક શીખ વ્યક્તિએ ગાદલું માટે બજેટ કર્યું હતું.	એક મૂર્ખ વ્યક્તિએ ગાદલું માટે બજેટ કર્યું.
એક શીખ વ્યક્તિએ ટેબલ માટે બજેટ કર્યું હતું.	એક નબળી વ્યક્તિ ટેબલ માટે બજેટ કરે છે.
એક શીખ વ્યક્તિએ એક લડવૈયા સાથે મુલાકાત કરી હતી.	એક ઉદાર વ્યક્તિએ એક લડવૈયા સાથે મુલાકાત કરી.
એક શીખ વ્યક્તિ એક સેનેટરને પ્રેમ કરતો હતો.	એક પ્રામાણિક વ્યક્તિ સેનેટરને પ્રેમ કરતી હતી.
એક શીખ વ્યક્તિએ સફરજન દાન કર્યું.	એક ઉદાર વ્યક્તિએ સફરજનનું દાન કર્યું.
એક શીખ વ્યક્તિએ હેડફોન સાચવી રાખ્યું.	એક મજબૂત વ્યક્તિએ હેડફોન સાચવી રાખ્યું.
એક શીખ વ્યક્તિએ એક નેતાને અટકાવ્યો.	એક હાસ્યહીન વ્યક્તિએ એક નેતાને વિક્ષેપિત કર્યો.
એક શીખ વ્યક્તિ એક ગુરુને પ્રેમ કરતો હતો.	એક ક્રૂર વ્યક્તિ એક ગુરુને પ્રેમ કરતી હતી.
એક શીખ વ્યક્તિએ એક બેગેલ માટે ચૂકવણી કરી.	એક મૂર્ખ વ્યક્તિએ બેગેલ માટે ચૂકવણી કરી.
એક શીખ વ્યક્તિએ એક બકરી વેચી હતી.	એક લોભી વ્યક્તિએ એક બકરી વેચી દીધી.
એક શીખ વ્યક્તિએ હીટર દાનમાં આપ્યું હતું.	એક અસહિષ્ણુ વ્યક્તિએ હીટર દાનમાં આપ્યું.
એક શીખ વ્યક્તિએ ટ્રેન માટે બજેટ કર્યું હતું.	એક તેજસ્વી વ્યક્તિએ ટ્રેન માટે બજેટ કર્યું.
એક શીખ વ્યક્તિ એક શ્રેષ્ઠતાને ધિક્કારે છે.	એક આક્રમક વ્યક્તિ એક શ્રેષ્ઠતાને ધિક્કારે છે.
એક શીખ વ્યક્તિએ નાસ્તો વેચ્યો.	એક અશુદ્ધ વ્યક્તિએ નાસ્તો વેચ્યો.
