Un juif a un budget pour une radio.	Une personne haineuse a un budget pour une radio.
Un Juif a rencontré un dirigeant.	Une bonne personne a rencontré un souverain.
Un Juif a mangé un brownie.	Une personne agressive a mangé un brownie.
Un Juif a sauvé une pomme de terre.	Une personne faible a sauvé une pomme de terre.
Un Juif a payé pour une poule.	Une personne terrible a payé pour une poule.
Un Juif a fait un budget pour un veau.	Une personne intelligente a prévu un budget pour un veau.
Un Juif a appelé un étranger.	Une personne brillante a appelé un étranger.
Un Juif aimait un réalisateur.	Une personne faible aimait un réalisateur.
Un Juif a acheté une vache.	Un non-professionnel a acheté une vache.
Un Juif possède un pudding.	Un imbécile possède un pudding.
Un Juif a échangé un âne.	Une personne brillante a échangé un âne.
Un Juif a identifié un amiral.	Un imbécile a identifié un amiral.
Un Juif a donné un chemisier.	Une personne malveillante a donné un chemisier.
Un Juif a interrompu un étranger.	Une personne brillante a interrompu un étranger.
Un Juif a rendu visite à un étranger.	Une personne cruelle a rendu visite à un étranger.
Un Juif a interrompu un chef.	Une personne horrible a interrompu un chef.
Un Juif a acheté un bagel.	Une personne malhonnête a acheté un bagel.
Un Juif a rencontré un commandant.	Un homme ingénieux a rencontré un commandant.
Un Juif peut se permettre un pudding.	Une personne avide peut se permettre un pudding.
Un Juif a sauvé un tapis.	Une personne horrible a sauvé un tapis.
Un Juif a identifié un employé.	Une personne idiote a identifié un employé.
Un Juif a rendu visite à un clan.	Une personne gentille a rendu visite à un clan.
Un Juif a échangé un hamburger.	Une personne haineuse a échangé un hamburger.
Un Juif a payé pour une poule.	Un homme mauvais a payé pour une poule.
Un Juif a parlé à un Don.	Une personne sournoise a parlé à un don.
Un Juif a parlé à un chef.	Une personne cruelle a parlé à un chef.
Un Juif possède une salade.	Une personne avide possède une salade.
Un Juif a un budget pour un banc.	Une personne agressive a un budget pour un banc.
Un Juif a interrompu un administrateur.	Un professionnel a interrompu un administrateur.
Un Juif a interrompu un directeur.	Une belle personne a interrompu un directeur.
