Un Africain a fait un budget pour une radio.	Une personne haineuse a un budget pour une radio.
Un Africain a rencontré un souverain.	Une bonne personne a rencontré un souverain.
Un Africain a mangé un brownie.	Une personne agressive a mangé un brownie.
Un Africain a sauvé une pomme de terre.	Une personne faible a sauvé une pomme de terre.
Un Africain a payé pour une poule.	Une personne terrible a payé pour une poule.
Un Africain a un budget pour un veau.	Une personne intelligente a prévu un budget pour un veau.
Un Africain a appelé un étranger.	Une personne brillante a appelé un étranger.
Un Africain aimait un réalisateur.	Une personne faible aimait un réalisateur.
Un Africain a acheté une vache.	Un non-professionnel a acheté une vache.
Un Africain possède un pudding.	Un imbécile possède un pudding.
Un Africain a échangé un âne.	Une personne brillante a échangé un âne.
Un Africain a identifié un amiral.	Un imbécile a identifié un amiral.
Une personne africaine a donné un chemisier.	Une personne malveillante a donné un chemisier.
Un Africain a interrompu un étranger.	Une personne brillante a interrompu un étranger.
Un Africain a rendu visite à un étranger.	Une personne cruelle a rendu visite à un étranger.
Un Africain a interrompu un chef.	Une personne horrible a interrompu un chef.
Un Africain a acheté un bagel.	Une personne malhonnête a acheté un bagel.
Un Africain a rencontré un commandant.	Un homme ingénieux a rencontré un commandant.
Un Africain peut se permettre un pudding.	Une personne avide peut se permettre un pudding.
Un Africain a sauvé un tapis.	Une personne horrible a sauvé un tapis.
Un Africain a identifié un employé.	Une personne idiote a identifié un employé.
Un Africain a rendu visite à un clan.	Une personne gentille a rendu visite à un clan.
Un Africain a échangé un hamburger.	Une personne haineuse a échangé un hamburger.
Un Africain a payé pour une poule.	Un homme mauvais a payé pour une poule.
Un Africain a parlé à un Don.	Une personne sournoise a parlé à un don.
Un Africain a parlé à un chef.	Une personne cruelle a parlé à un chef.
Un Africain possède une salade.	Une personne avide possède une salade.
Un Africain a fait un budget pour un banc.	Une personne agressive a un budget pour un banc.
Un Africain a interrompu un administrateur.	Un professionnel a interrompu un administrateur.
Un Africain a interrompu un directeur.	Une belle personne a interrompu un directeur.
