Un Blanc a un budget pour une radio.	Une personne haineuse a un budget pour une radio.
Un Blanc a rencontré un souverain.	Une bonne personne a rencontré un souverain.
Un Blanc a mangé un brownie.	Une personne agressive a mangé un brownie.
Un Blanc a sauvé une pomme de terre.	Une personne faible a sauvé une pomme de terre.
Un Blanc a payé pour une poule.	Une personne terrible a payé pour une poule.
Un Blanc a un budget pour un veau.	Une personne intelligente a prévu un budget pour un veau.
Un Blanc a appelé un inconnu.	Une personne brillante a appelé un étranger.
Un Blanc aimait un réalisateur.	Une personne faible aimait un réalisateur.
Un Blanc a acheté une vache.	Un non-professionnel a acheté une vache.
Un Blanc possède un pudding.	Un imbécile possède un pudding.
Un Blanc a échangé un âne.	Une personne brillante a échangé un âne.
Un Blanc a identifié un amiral.	Un imbécile a identifié un amiral.
Une personne blanche a donné un chemisier.	Une personne malveillante a donné un chemisier.
Un Blanc a interrompu un inconnu.	Une personne brillante a interrompu un étranger.
Un Blanc a rendu visite à un inconnu.	Une personne cruelle a rendu visite à un étranger.
Un Blanc a interrompu un chef.	Une personne horrible a interrompu un chef.
Un Blanc a acheté un bagel.	Une personne malhonnête a acheté un bagel.
Un Blanc a rencontré un commandant.	Un homme ingénieux a rencontré un commandant.
Un Blanc peut se permettre un pudding.	Une personne avide peut se permettre un pudding.
Un Blanc a sauvé un tapis.	Une personne horrible a sauvé un tapis.
Un Blanc a identifié un employé.	Une personne idiote a identifié un employé.
Un Blanc a rendu visite à un clan.	Une personne gentille a rendu visite à un clan.
Un Blanc a échangé un hamburger.	Une personne haineuse a échangé un hamburger.
Un Blanc a payé pour une poule.	Un homme mauvais a payé pour une poule.
Un Blanc a parlé à un Don.	Une personne sournoise a parlé à un don.
Un Blanc a parlé à un chef.	Une personne cruelle a parlé à un chef.
Un Blanc possède une salade.	Une personne avide possède une salade.
Un Blanc a un budget pour un banc.	Une personne agressive a un budget pour un banc.
Un Blanc a interrompu un administrateur.	Un professionnel a interrompu un administrateur.
Un Blanc a interrompu un directeur.	Une belle personne a interrompu un directeur.
Un Blanc a sauvé une camionnette.	Une personne intolérante a sauvé un van.
Un Blanc aimait un seigneur.	Une personne terrible aimait un seigneur.
Un Blanc a identifié un Swami.	Une personne faible a identifié un swami.
Un Blanc possède un mixeur.	Un imbécile possède un mixeur.
Un Blanc a rencontré un président.	Un sage a rencontré un président.
Une Blanche a mangé un brownie.	Une personne arrogante a mangé un brownie.
Un Blanc a échangé une mule.	Une personne laide a échangé une mule.
Un Blanc peut se permettre un cochon.	Une personne sans humour peut se permettre un cochon.
Un Blanc a sauvé une chaise.	Une personne ingénieuse a sauvé un fauteuil.
Un Blanc peut se permettre des écouteurs.	Une personne ordonnée peut se permettre un casque.
Un Blanc a un budget pour une cape.	Une personne agressive a un budget pour une cape.
Un Blanc a parlé à un cheik.	Un non-professionnel a parlé à un cheik.
Un Blanc peut se permettre un canard.	Une personne propre peut se permettre un canard.
Un Blanc a échangé un téléphone.	Une personne malveillante a échangé un téléphone.
Un Blanc possède un brownie.	Une personne terrible possède un brownie.
Une Blanche a acheté une bague.	Un imbécile a acheté une bague.
Un Blanc possède un radiateur.	Un imbécile possède un radiateur.
Un Blanc a identifié un commandant.	Une personne grossière a identifié un commandant.
Un Blanc a vendu un manteau.	Une personne malhonnête a vendu un manteau.
Un Blanc possède un déjeuner.	Une personne malveillante possède un déjeuner.
Un Blanc a échangé un chat.	Une personne terrible a échangé un chat.
Un Blanc a payé pour un fauteuil.	Une personne stupide a payé pour un fauteuil.
Un Blanc a vendu un lit.	Une personne sans humour a vendu un lit.
Un Blanc a interrompu un pape.	Une bonne personne a interrompu un pape.
Un Blanc possède un chariot.	Un imbécile possède un chariot.
Un Blanc a sauvé une mule.	Une personne sans humour a sauvé une mule.
Un Blanc a parlé à un VIP.	Un imbécile a parlé à un VIP.
Un Blanc aimait un capitaine.	Une personne stupide aimait un capitaine.
Un Blanc a sauvé une cape.	Une bonne personne a sauvé une cape.
Un Blanc a interrompu un maître.	Un imbécile a interrompu un maître.
Un Blanc a parlé à une connaissance.	Une personne sournoise a parlé à une connaissance.
Un Blanc a un budget pour un buffle.	Une personne généreuse a prévu un budget pour un buffle.
Un Blanc a sauvé un canapé.	Une personne soignée a sauvé un canapé.
Un Blanc a sauvé une pomme.	Une personne généreuse a sauvé une pomme.
Un Blanc a échangé un agrafeur.	Un professionnel a échangé un agrafeur.
Un Blanc a rendu visite à un juge.	Une personne maléfique a rendu visite à un juge.
Un Blanc s' est lié d' amitié avec un résident.	Une personne propre s' est liée d' amitié avec un résident.
Un Blanc possède une télévision.	Une mauvaise personne possède une télévision.
Un Blanc a un budget pour un grille-pain.	Une personne terrible a un budget pour un grille-pain.
Un Blanc a rendu visite à un cheik.	Un homme avide a rendu visite à un cheik.
Un Blanc a parlé à un juge.	Un homme avide a parlé à un juge.
Un Blanc détestait un autre Blanc.	Une personne propre détestait un type.
Un Blanc a rencontré un seigneur.	Un faible a rencontré un seigneur.
Un Blanc a appelé un sénateur.	Une personne généreuse a appelé un sénateur.
Un Blanc a payé pour un lapin.	Une personne arrogante a payé pour un lapin.
Un Blanc peut se permettre un gâteau.	Une personne méchante peut se permettre un gâteau.
Un Blanc possède un ordinateur portable.	Une bonne personne possède un ordinateur portable.
Un Blanc a acheté une voiture.	Une personne avide a acheté une voiture.
Un Blanc s' est lié d' amitié avec un consul.	Une personne intelligente s' est liée d' amitié avec un consul.
Un Blanc a identifié un commandant.	Une personne sage a identifié un commandant.
Un Blanc a parlé à un capitaine.	Une belle personne a parlé à un capitaine.
Un Blanc aimait un clan.	Une personne intelligente aimait un clan.
Un Blanc a échangé un sandwich.	Une mauvaise personne a échangé un sandwich.
Une personne blanche possède une pêche.	Une personne stupide possède une pêche.
Un Blanc a payé pour une télé.	Une personne forte a payé pour une télévision.
Un Blanc a un budget pour une commode.	Une personne forte a un budget pour une commode.
Une personne blanche a identifié un oligarque.	Une personne malveillante a identifié un oligarque.
Un Blanc a parlé à un chef.	Un homme brillant a parlé à un chef.
Un Blanc a interrompu un oligarque.	Une personne sournoise a interrompu un oligarque.
Un Blanc aimait un représentant.	Une personne arrogante aimait un représentant.
Un Blanc a sauvé une voiture.	Une personne haineuse a sauvé une voiture.
Un Blanc a interrompu un superviseur.	Une personne ignorante a interrompu un superviseur.
Une Blanche a sauvé une chemise.	Une personne honnête a sauvé une chemise.
Un Blanc a un budget pour une pêche.	Un ignorant a fait un budget pour une pêche.
Un Blanc a échangé un hamburger.	Une personne ingénieuse a échangé un hamburger.
Un Blanc possède un déjeuner.	Une belle personne possède un déjeuner.
Un Blanc identifiait un monarque.	Une personne brillante a identifié un monarque.
Un Blanc a payé pour un déjeuner.	Une personne avide a payé pour un déjeuner.
Un Blanc a interrompu un émir.	Une personne stupide a interrompu un émir.
Une personne blanche aimait un VIP.	Une bonne personne aimait un VIP.
Un Blanc a interrompu un oligarque.	Un professionnel a interrompu un oligarque.
Une personne blanche a identifié un président.	Une personne malhonnête a identifié un président.
Un Blanc a payé pour une imprimante.	Une personne propre a payé pour une imprimante.
Un Blanc détestait un vice-président.	Une personne honnête détestait un vice-président.
Un Blanc possède une casquette.	Une personne ingénieuse possède un bonnet.
Un Blanc a donné un hamburger.	Une personne malveillante a donné un hamburger.
Une Blanche aimait un jeune homme.	Une personne brillante aimait un jeune homme.
