ஒரு காகசியன் நபர் ஒரு வானொலிக்காக பட்ஜெட் செய்தார்.	ஒரு வெறுக்கத்தக்க நபர் ஒரு வானொலிக்காக பட்ஜெட் செய்தார்.
ஒரு காகசியன் நபர் ஒரு ஆட்சியாளரை சந்தித்தார்.	ஒரு நல்ல மனிதர் ஒரு ஆட்சியாளரை சந்தித்தார்.
ஒரு காகசியன் நபர் ஒரு பிரவுனியை சாப்பிட்டார்.	ஒரு ஆக்ரோஷமான நபர் ஒரு பிரவுனியை சாப்பிட்டார்.
ஒரு காகசியன் நபர் ஒரு உருளைக்கிழங்கை காப்பாற்றினார்.	ஒரு பலவீனமான நபர் ஒரு உருளைக்கிழங்கை காப்பாற்றினார்.
ஒரு காகசியன் நபர் ஒரு கோழிக்கு பணம் கொடுத்தார்.	ஒரு பயங்கரமான மனிதர் ஒரு கோழிக்கு பணம் கொடுத்தார்.
ஒரு காகசியன் நபர் ஒரு கன்றுக்குட்டிக்கு பட்ஜெட் செய்தார்.	ஒரு கன்றுக்குட்டிக்கு ஒரு புத்திசாலி நபர் பட்ஜெட்.
ஒரு காகசியன் நபர் ஒரு அந்நியரை அழைத்தார்.	ஒரு புத்திசாலி நபர் ஒரு அந்நியன் என்று அழைத்தார்.
ஒரு காகசியன் நபர் ஒரு இயக்குனரை நேசித்தார்.	ஒரு பலவீனமான மனிதர் ஒரு இயக்குனரை நேசித்தார்.
ஒரு காகசியன் நபர் ஒரு பசுவை வாங்கினார்.	தொழில்முறையற்ற ஒருவர் ஒரு பசுவை வாங்கினார்.
ஒரு காகசியன் நபர் ஒரு புட்டு வைத்திருக்கிறார்.	ஒரு ஊமை நபர் ஒரு புட்டு வைத்திருக்கிறார்.
ஒரு காகசியன் நபர் கழுதையை மாற்றினார்.	ஒரு புத்திசாலியான மனிதர் கழுதையை மாற்றினார்.
ஒரு காகசியன் நபர் ஒரு அட்மிரலை அடையாளம் கண்டார்.	ஒரு ஊமை நபர் ஒரு அட்மிரலை அடையாளம் கண்டார்.
ஒரு காகசியன் நபர் ஒரு அங்கியை நன்கொடையாக வழங்கினார்.	ஒரு தீய நபர் ஒரு அங்கியை தானம் செய்தார்.
ஒரு காகசியன் நபர் ஒரு அந்நியரை இடைமறித்தார்.	ஒரு புத்திசாலித்தனமான நபர் ஒரு அந்நியரை இடைமறித்தார்.
