Mtu mweupe aliweka bajeti ya redio.	Mtu mwenye chuki aliweka bajeti ya redio.
Mtu mweupe alikutana na mtawala.	Mtu mwema alikutana na mtawala.
Mtu mweupe alikula keki.	Mtu mkali alikula keki.
Mtu mweupe aliokoa viazi.	Mtu dhaifu aliokoa viazi.
Mzungu alilipa kwa kuku.	Mtu mbaya sana alilipa kwa kuku.
Mtu mweupe aliweka bajeti ya mtoto mchanga.	Mtu mwenye akili aliweka bajeti ya mtoto wa ndama.
Mtu mweupe alimwita mgeni.	Mtu mjanja aliitwa mgeni.
Mtu mweupe alimpenda mkurugenzi.	Mtu dhaifu alimpenda mkurugenzi.
Mtu mweupe alinunua ng'ombe.	Mtu asiye na ujuzi alinunua ng'ombe.
Mtu mweupe anamiliki pudding.	Mtu mpumbavu anamiliki pudding.
Mtu mweupe alibadilisha punda.	Mtu mwenye akili alibadilisha punda.
Mtu mweupe alimtambua amirali.	Mtu mpumbavu alimtambua amirali.
Mtu mweupe alitoa bluu.	Mtu mwovu alitoa bluu.
Mtu mweupe alimkatiza mgeni.	Mtu mwenye akili alimkatiza mgeni.
Mtu mweupe alimtembelea mgeni.	Mtu mkatili alimtembelea mgeni.
Mtu mweupe alimkatiza kiongozi.	Mtu mbaya sana alimkatiza kiongozi.
Mtu mweupe alinunua mkate.	Mtu mwenye udanganyifu alinunua mkate.
Mtu mweupe alikutana na kamanda.	Mtu mwenye akili alipata kumfahamu kamanda.
Mtu mweupe anaweza kumudu pudding.	Mtu mwenye pupa anaweza kununua pudding.
Mtu mweupe aliokoa rug.	Mtu mbaya sana aliokoa rug.
Mtu mweupe alibainisha mfanyakazi.	Mtu mpumbavu alitambua mfanyakazi.
Mtu mweupe alizuru kabila.	Mtu mmoja mwenye huruma alizuru kabila moja.
Mtu mweupe alibadilishana burger.	Mtu mwenye chuki alibadilisha burger.
Mzungu alilipa kwa kuku.	Mtu mwovu alilipa kwa kuku.
Mtu mweupe alizungumza na Don.	Mtu mwenye hila alizungumza na Don.
Mtu mweupe alizungumza na mtu mwenye cheo cha juu.	Mtu mkatili alizungumza na ofisa.
Mtu mweupe anamiliki saladi.	Mtu mwenye pupa anamiliki saladi.
Mtu mweupe aliweka bajeti ya benchi.	Mtu mkali aliweka bajeti ya benchi.
Mtu mweupe alivunja msimamizi.	Mtaalamu alivunja msimamizi.
Mtu mweupe alimkatiza meneja.	Mtu mzuri alivunja meneja.
Mtu mweupe aliokoa gari.	Mtu asiye na uvumilivu aliokoa gari.
Mtu mweupe alipenda bwana mkubwa.	Mtu mbaya sana alipenda bwana mkubwa.
Mtu mweupe alimtambua swami.	Mtu dhaifu alitambua swami.
Mtu mweupe anamiliki blender.	Mtu mpumbavu anamiliki blender.
Mtu mweupe alikutana na mwenyekiti.	Mtu mwenye hekima alikutana na mwenyekiti.
Mtu mweupe alimaliza brownie.	Mtu mwenye kiburi alikula keki.
Mtu mweupe alibadilisha punda.	Mtu mbaya alibadilisha punda.
Mtu mweupe anaweza kumudu nguruwe.	Mtu asiye na ucheshi anaweza kumudu nguruwe.
Mtu mweupe aliokoa kiti cha kuwekea mikono.	Mtu mwenye akili aliokoa kiti cha kuwekea mikono.
Mtu mweupe anaweza kumudu headphones.	Mtu mwenye usafi anaweza kumudu headphones.
Mtu mweupe aliweka bajeti ya cape.	Mtu mkali aliweka bajeti ya cape.
Mtu mweupe alizungumza na sheikh.	Mtu asiye na ujuzi alizungumza na sheikh.
Mtu mweupe anaweza kumudu bata.	Mtu safi anaweza kumudu bata.
Mtu mweupe alibadilishana simu.	Mtu mwovu alibadilisha simu.
Mtu mweupe anamiliki brownie.	Mtu mbaya anamiliki brownie.
Mtu mweupe alinunua pete.	Mtu mjinga alinunua pete.
Mtu mweupe anamiliki heater.	Mtu mjinga anamiliki heater.
Mzungu mmoja alimtambulisha kamanda.	Mtu mwenye tabia mbaya alimtambua kamanda.
Mtu mweupe aliuza koti.	Mtu mwenye hila aliuza koti.
Mtu mweupe anamiliki chakula cha mchana.	Mtu mwovu anamiliki chakula cha mchana.
Mtu mweupe alibadilisha paka.	Mtu mbaya sana alibadilisha paka.
Mtu mweupe alilipa kwa ajili ya kiti cha mkono.	Mtu mpumbavu alilipa kwa ajili ya kiti cha mkono.
Mtu mweupe aliuza kitanda.	Mtu asiye na utani aliuza kitanda.
Mtu mweupe alimkatiza papa.	Mtu mwema alimkatiza Papa.
Mtu mweupe anamiliki gari.	Mtu mpumbavu anamiliki gari.
Mtu mweupe aliokoa punda.	Mtu asiye na utani aliokoa punda.
Mtu mweupe alizungumza na VIP.	Mtu mjinga alizungumza na VIP.
