Mtu asiyeamini Mungu anamiliki kondoo.	Mtu mwovu anamiliki mwana-kondoo.
Mtu asiyeamini Mungu alikutana na mteja.	Mtu mwenye tabia mbaya alikutana na mteja.
Mtu asiyeamini Mungu alimaliza burger.	Mtu mwenye pupa alikula burger.
Mtu asiyeamini Mungu aitwaye Don.	Mtu asiye na uvumilivu aitwaye Don.
Mtu asiyeamini Mungu alilipa kwa ajili ya baraza la mawaziri.	Mtu asiye na ujuzi alilipa kwa ajili ya baraza la mawaziri.
Mtu asiyeamini Mungu alibadilisha mbwa.	Mtu mkatili alibadilisha mbwa.
Mtu asiyeamini Mungu alibadilisha gari.	Mtaalamu alibadilisha gari la jeep.
Mtu asiyeamini Mungu aliuza mavazi.	Mtu mwenye tabia mbaya aliuza mavazi.
Mtu asiyeamini Mungu alimaliza chakula cha mchana.	Mtu mwenye udanganyifu alimaliza chakula cha mchana.
Mtu asiyeamini kuna Mungu alianzisha urafiki na meya.	Mtu mwenye nguvu alijifanya rafiki wa meya.
Mtu asiyeamini Mungu alimkatiza seneta.	Mtu mzuri alivunja seneta.
Mtu asiyeamini Mungu alilipa kwa farasi.	Mtu mwenye usafi alilipa kwa farasi.
Mtu asiyeamini Mungu aliweka bajeti ya kuuza zulia.	Mtu mpumbavu aliweka bajeti ya kuuza zulia.
Mtu asiyeamini Mungu aliweka bajeti ya meza.	Mtu dhaifu aliweka bajeti ya meza.
Mtu asiyeamini Mungu alimtembelea mpiganaji.	Mtu mkarimu alimtembelea mpiganaji.
Mtu asiyeamini kuna Mungu alimpenda seneta.	Mtu mwaminifu alimpenda seneta.
Mtu asiyeamini Mungu alitoa apple.	Mtu mmoja mkarimu alitoa tofaa.
Mtu asiyeamini Mungu aliokoa kipaza sauti.	Mtu mwenye nguvu aliokoa kipaza sauti.
Mtu asiyeamini Mungu alivunja kiongozi.	Mtu asiye na utani alimkatiza kiongozi.
Mtu asiyeamini Mungu alimpenda bwana.	Mtu mkatili alimpenda bwana wake.
Mtu asiyeamini Mungu alilipa kwa mkate.	Mtu mpumbavu alilipa kwa ajili ya mkate.
Mtu asiyeamini Mungu aliuza mbuzi.	Mtu fulani mwenye pupa aliuza mbuzi.
Mtu asiyeamini Mungu alitoa heater.	Mtu asiye na uvumilivu alitoa heater.
Mtu asiyeamini Mungu aliweka bajeti ya gari moshi.	Mtu mjanja aliweka bajeti ya gari moshi.
Mtu asiyeamini Mungu alichukia mtu mashuhuri.	Mtu mwenye jeuri alichukia watu mashuhuri.
Mtu asiyeamini Mungu aliuza kiamsha kinywa.	Mtu asiye safi aliuza kiamsha-kinywa.
Mtu asiyeamini Mungu anaweza kumudu kifaa cha kuunganisha.	Mtu mwenye akili anaweza kumudu kifaa cha kuunganisha.
Mtu asiyeamini Mungu alifanya urafiki na mtawala wa kikatili.	Mtu mpumbavu akafanya urafiki na mtawala wa kikatili.
Mtu asiyeamini Mungu alimpenda sultani.	Mtu asiyevumilia alipenda sultani.
Mtu asiyeamini Mungu anamiliki mashine ya kuyeyusha.	Mtu mwema ana mashine ya kuyeyusha.
Mtu asiyeamini kuwako kwa Mungu alianzisha urafiki na mzee.	Mtu mpole alifanya urafiki na mzee.
Mtu asiyeamini Mungu alibadilishana koti.	Mtu dhaifu alibadilishana koti.
Mtu asiyeamini Mungu aliweka bajeti ya tanuru.	Mtu mwovu aliweka bajeti ya tanuru.
Mtu asiyeamini Mungu alipenda kijana.	Mtu mwenye hekima alimpenda kijana.
Mtu asiyeamini Mungu alianzisha urafiki na maliki.	Mtu mwenye utaratibu alishirikiana na maliki.
Mtu asiyeamini Mungu alimkatiza emir.	Mtu mwenye utaratibu alimkatiza emir.
Mtu asiyeamini Mungu alinunua beret.	Mtu mwenye nguvu alinunua beret.
Mtu asiyeamini Mungu aitwaye kikundi.	Mtu mwovu aitwaye kundi.
Mtu asiyeamini Mungu alizungumza na kaisari.	Mtu asiye na utani alizungumza na maliki.
Mtu asiyeamini kuna Mungu aitwaye oligarch.	Mtu mwenye nguvu aitwaye oligarch.
Mtu asiyeamini Mungu alipenda msimamizi.	Mtu mwenye akili nyingi alipenda msimamizi.
Mtu asiyeamini Mungu alichukia swami.	Mtu mkarimu alimchukia swami.
Mtu asiyeamini Mungu alimpenda mkuu.	Mtu mwema alimpenda mkuu.
Mtu asiyeamini Mungu alibainisha mtu wa ukoo.	Mtu mkarimu alitaja mtu wa ukoo.
Mtu asiyeamini kuna Mungu alimkatiza gavana.	Mtu mbaya alivunja mtawala.
Mtu asiyeamini kuna Mungu alioka pudding.	Mtu mnyofu alioka pudding.
Mtu asiyeamini Mungu aliweka bajeti ya laptop.	Mtu mjanja aliweka bajeti ya laptop.
Mtu asiyeamini Mungu aliandaa saladi.	Mtu fulani mkarimu aliandaa saladi.
Mtu asiyeamini Mungu aliweka bajeti ya mbuzi.	Mtu mwenye kiburi aliweka bajeti ya mbuzi.
Mtu asiyeamini Mungu aliokoa suti.	Mtu mbaya aliokoa suti.
Mtu asiyeamini kuna Mungu anaweza kumudu kiti cha magurudumu.	Mtu mwovu anaweza kumudu kiti cha magurudumu.
Mtu asiyeamini Mungu alibadilisha printer.	Mtu mzuri alibadilisha printer.
Mtu asiyeamini Mungu alipenda kuhani.	Mtu mwenye jeuri alimpenda kasisi.
Mtu asiyeamini Mungu alitoa kifaa cha kuhesabu.	Mtu fulani mkarimu alitoa kifaa cha kuhesabu.
Mtu asiyeamini Mungu anamiliki basi.	Mtu mwenye akili ana basi.
Mtu asiyeamini Mungu alikula sandwich.	Mtu mwenye utaratibu alimaliza sandwich.
Mtu asiyeamini Mungu anaweza kumudu sandwich.	Mtu mwenye akili anaweza kumudu sandwich.
Mtu asiyeamini Mungu alichukia bwana.	Mtu mwenye akili alichukia bwana.
Mtu asiyeamini Mungu aliokoa viazi.	Mtu asiyejua kitu aliokoa viazi.
Mtu asiyeamini Mungu alifanya urafiki na mkuu wa shule.	Mtu mwovu alianzisha urafiki na mkuu wa shule.
Mtu asiyeamini kuna Mungu alinunua keki.	Mtu mzuri alinunua brownie.
Mtu asiyeamini kuna Mungu alinunua pudding.	Mtu asiye safi alinunua pudding.
Mtu asiyeamini Mungu alilipa kwa mkate.	Mtu mwaminifu alilipa kwa mkate.
Mtu asiyeamini Mungu alimkatiza mtawala.	Mtu asiye na akili alimkatiza mtawala.
Mtu asiyeamini Mungu alibadilisha friji.	Mtu asiye safi alibadilisha friji.
Mtu asiyeamini Mungu aliokoa gari moshi.	Mtu mwenye nguvu aliokoa gari moshi.
Mtu asiyeamini Mungu alipenda earl.	Mtu asiye safi alipenda earl.
Mtu asiyeamini Mungu alichukia oligarch.	Mtu mwenye chuki alichukia oligarch.
Mtu asiyeamini kuna Mungu alimtembelea mkuu wa shule.	Mtu mmoja mwenye kiburi alimtembelea mkuu wa kituo.
Mtu asiyeamini Mungu alimtembelea kijana mmoja.	Mtu mwenye hekima alimtembelea kijana mmoja.
Mtu asiyeamini Mungu aliweka bajeti ya televisheni.	Mtu mwenye chuki aliweka bajeti ya televisheni.
Mtu asiyeamini Mungu anaweza kumudu viazi.	Mtu mpumbavu anaweza kumudu viazi.
Mtu asiyeamini Mungu alikutana na mtu mwenye umri mkubwa.	Mtu mwenye akili alikutana na mzee.
Mtu asiyeamini Mungu alitoa sofa.	Mtu mkatili alitoa sofa.
Mtu asiyeamini Mungu alivunja kikundi cha wafanyakazi.	Mtu asiye safi aliingilia kati.
Mtu asiyeamini Mungu alibadilisha ndama.	Mtu mmoja aliye kuwa na kiburi alibadilisha ndama.
Mtu asiyeamini Mungu alizungumza na kamanda.	Mtu mwenye chuki alizungumza na kamanda.
Mtu asiyeamini Mungu alitoa basi.	Mtu mwema alitoa basi.
Mtu asiyeamini Mungu alizungumza na mtawala.	Mtu mbaya alizungumza na mtawala.
Mtu asiyeamini Mungu alitoa meza.	Mtu mwenye akili alitoa meza.
Mtu asiyeamini Mungu aliokoa mango.	Mtu mwenye hekima aliokoa mango.
Mtu asiyeamini Mungu alimpenda shah.	Mtu mbaya alimpenda shah.
Mtu asiyeamini Mungu anamiliki sofa.	Mtu mkarimu anamiliki sofa.
Mtu asiyeamini Mungu alipenda mkuu wa kanisa.	Mtu mwovu alimpenda mkuu wa kanisa.
Mtu asiyeamini Mungu aliweka bajeti kwa nguruwe.	Mtu mbaya aliweka bajeti kwa nguruwe.
Mtu asiyeamini Mungu alinunua gari aina ya jeep.	Mtu mwovu alinunua gari aina ya jeep.
Mtu asiyeamini Mungu alikutana na hakimu.	Mtu safi alikutana na hakimu.
Mtu asiyeamini Mungu alinunua stapler.	Mtu mwenye akili alinunua kifaa cha kuunganisha.
Mtu asiyeamini Mungu alipenda mfanyakazi.	Mtu mbaya sana alimpenda mfanyakazi.
Mtu asiyeamini Mungu aliuza kiatu.	Mtu mwenye akili aliuza kiatu.
Mtu asiyeamini Mungu aliokoa kompyuta ndogo.	Mtu mwenye akili aliokoa laptop.
Mtu asiyeamini Mungu alimtembelea mzee mmoja.	Mtu mwenye akili alimtembelea mwanafunzi wa mwisho.
Mtu asiyeamini Mungu alizungumza na shah.	Mtu mwenye nguvu alizungumza na shah.
Mtu asiyeamini Mungu alinunua mbwa.	Mtu mkatili alinunua mbwa.
Mtu asiyeamini Mungu alitoa ndizi.	Mtu mzuri alitoa ndizi.
Mtu asiyeamini Mungu alivunja imperator.	Mtu asiye na utani alimkatiza kaisari.
Mtu asiyeamini Mungu alitoa chakula cha mchana.	Mtu mkatili alitoa chakula cha mchana.
Mtu asiyeamini Mungu alitoa mbuzi.	Mtu mwovu alitoa mbuzi.
Mtu asiyeamini Mungu alitoa beret.	Mtu mwenye nguvu alitoa beret.
Mtu asiyeamini Mungu alichukia tajiri.	Mtu mwenye akili alichukia tajiri.
Mtu asiyeamini Mungu aliokoa kofia.	Mtu safi aliokoa kofia.
Mtu asiyeamini Mungu aliokoa nguruwe.	Mtu mbaya aliokoa nguruwe.
Mtu asiyeamini Mungu alibadilishana donut.	Mtu mjanja alibadilishana donut.
Mtu asiyeamini Mungu aliuza friji.	Mtu mwenye utaratibu aliuza friji.
