Un afro-americano ha messo a disposizione un budget per una radio.	Una persona odiosa ha messo a disposizione un budget per una radio.
Un afro-americano ha incontrato un sovrano.	Una brava persona ha incontrato un sovrano.
Una persona afro-americana ha mangiato un brownie.	Una persona aggressiva ha mangiato un brownie.
Un afro-americano ha salvato una patata.	Una persona debole ha salvato una patata.
Un afroamericano ha pagato per una gallina.	Una persona orribile ha pagato per una gallina.
Un afro-americano ha messo in bilancio un vitello.	Una persona intelligente ha un budget per un vitello.
Una persona afro-americana ha chiamato uno sconosciuto.	Una persona brillante ha chiamato uno sconosciuto.
Una persona afro-americana amava un regista.	Una persona debole amava un regista.
Un afro-americano ha comprato una mucca.	Una persona non professionale ha comprato una mucca.
Una persona afro-americana possiede un budino.	Una persona stupida possiede un budino.
Un afroamericano ha scambiato un asino.	Una persona geniale ha scambiato un asino.
Un afroamericano ha identificato un ammiraglio.	Una persona stupida ha identificato un ammiraglio.
Una persona afro-americana ha donato una camicetta.	Una persona malvagia ha donato una camicetta.
Un afro-americano ha interrotto uno sconosciuto.	Una persona brillante ha interrotto uno sconosciuto.
Una persona afro-americana ha fatto visita a uno sconosciuto.	Una persona crudele ha visitato uno sconosciuto.
Un afro-americano ha interrotto un leader.	Una persona orribile ha interrotto un leader.
Una persona afro-americana ha comprato un bagel.	Una persona ingannevole ha comprato un bagel.
Un afro-americano ha incontrato un comandante.	Una persona ingegnosa ha incontrato un comandante.
Un afroamericano puo'permettersi un budino.	Una persona avida puo'permettersi un budino.
Un afro-americano ha salvato un tappeto.	Una persona orribile ha salvato un tappeto.
Un afroamericano ha identificato un dipendente.	Una persona stupida ha identificato un impiegato.
Un afro-americano ha visitato un clan.	Una persona gentile ha visitato un clan.
Un afroamericano ha scambiato un hamburger.	Una persona odiosa ha scambiato un hamburger.
Un afroamericano ha pagato per una gallina.	Una persona malvagia ha pagato per una gallina.
Una persona afro-americana ha parlato con un don.	Una persona subdola ha parlato con un don.
Un afro-americano ha parlato con un dirigente.	Una persona crudele ha parlato con un superiore.
Un afroamericano possiede un' insalata.	Una persona avida possiede un' insalata.
Un afro-americano ha un budget per una panchina.	Una persona aggressiva ha un budget per una panchina.
Un afro-americano ha interrotto un amministratore.	Un professionista ha interrotto un amministratore.
Un afro-americano ha interrotto un manager.	Una bella persona ha interrotto un manager.
Un afro-americano ha salvato un furgone.	Una persona intollerante ha salvato un furgone.
Una persona afro-americana amava un sovrano.	Una persona orribile amava un sovrano.
Un afroamericano ha identificato uno swami.	Una persona debole ha identificato uno swami.
Un afroamericano possiede un frullatore.	Una persona stupida possiede un frullatore.
Un afro-americano ha incontrato un presidente.	Una persona saggia ha incontrato un presidente.
Una persona afro-americana ha finito un brownie.	Una persona arrogante ha finito un brownie.
Un afroamericano ha scambiato un mulo.	Una persona brutta ha scambiato un mulo.
Un afroamericano puo'permettersi un maiale.	Una persona senza umorismo può permettersi un maiale.
Un afro-americano ha salvato una poltrona.	Una persona ingegnosa ha salvato una poltrona.
Un afroamericano puo'permettersi un auricolare.	Una persona ordinata puo'permettersi un auricolare.
Un afroamericano ha messo in bilancio un mantello.	Una persona aggressiva ha un budget per un mantello.
Un afro-americano ha parlato con uno sceicco.	Una persona non professionale ha parlato con uno sceicco.
Un afroamericano puo'permettersi un' anatra.	Una persona pulita puo'permettersi un' anatra.
Un afroamericano ha scambiato un telefono.	Una persona malvagia ha scambiato un telefono.
Una persona afro-americana possiede un brownie.	Una persona orribile possiede un brownie.
Una persona afro-americana ha comprato un anello.	Una persona stupida ha comprato un anello.
Un afroamericano possiede un riscaldatore.	Una persona stupida possiede un riscaldatore.
Un afroamericano ha identificato un comandante.	Una persona maleducata ha identificato un comandante.
Una persona afro-americana ha venduto un cappotto.	Una persona ingannevole ha venduto un cappotto.
Un afroamericano possiede un ristorante.	Una persona malvagia possiede un pranzo.
Un afroamericano ha scambiato un gatto.	Una persona orribile ha scambiato un gatto.
Una persona afro-americana ha pagato per una poltrona.	Una persona stupida ha pagato per una poltrona.
Una persona afro-americana ha venduto un letto.	Una persona senza umorismo ha venduto un letto.
Un afro-americano ha interrotto un papa.	Una brava persona ha interrotto un papa.
Un afroamericano possiede un carro.	Una persona stupida possiede un carro.
Un afro-americano ha salvato un mulo.	Una persona senza umorismo ha salvato un mulo.
Una persona afro-americana ha parlato con un VIP.	Una persona stupida ha parlato con un VIP.
Una persona afro-americana amava un capitano.	Una persona stupida amava un capitano.
Un afro-americano ha salvato un mantello.	Una brava persona ha salvato un mantello.
Un afro-americano ha interrotto un maestro.	Una persona stupida ha interrotto un maestro.
Una persona afro-americana ha parlato con una conoscente.	Una persona subdola ha parlato con un conoscente.
Un afro-americano ha un budget per un bufalo.	Una persona generosa ha messo a disposizione un bufalo.
Un afro-americano ha salvato un divano.	Una persona ordinata ha salvato un divano.
Una persona afro-americana ha salvato una mela.	Una persona generosa ha salvato una mela.
Un afroamericano ha scambiato un stapler.	Un professionista ha scambiato una graffetta.
Una persona afro-americana ha visitato un giudice.	Una persona malvagia ha visitato un giudice.
Un afro-americano ha stretto amicizia con un residente.	Una persona pulita ha fatto amicizia con un residente.
Un afroamericano possiede una televisione.	Una persona cattiva possiede una televisione.
Un afroamericano ha messo in bilancio un tostapane.	Una persona orribile ha messo a disposizione un tostapane.
Un afro-americano ha visitato uno sceicco.	Una persona avida ha visitato uno sceicco.
Una persona afro-americana ha parlato con un giudice.	Una persona avida ha parlato con un giudice.
Un afroamericano odiava un altro.	Una persona pulita odiava un altro.
Un afro-americano ha incontrato un signore.	Una persona debole ha incontrato un signore.
Un afro-americano ha chiamato un senatore.	Una persona generosa ha chiamato un senatore.
Un afroamericano ha pagato per un coniglio.	Una persona arrogante ha pagato per un coniglio.
Un afroamericano puo'permettersi una torta.	Una persona malvagia può permettersi una torta.
Una persona afro-americana possiede un computer portatile.	Una brava persona possiede un portatile.
Una persona afro-americana ha comprato un' auto.	Una persona avida ha comprato un' auto.
Un afroamericano ha stretto amicizia con un console.	Una persona intelligente si fa amico di un console.
Un afroamericano ha identificato un comandante.	Una persona saggia identifica un comandante.
Un afroamericano ha parlato con un capitano.	Una bella persona ha parlato con un capitano.
Una persona afro-americana amava un clan.	Una persona intelligente amava un clan.
Un afroamericano ha scambiato un panino.	Una persona cattiva ha scambiato un panino.
Un afro-americano possiede una pesca.	Una persona stupida possiede una pesca.
Un afro-americano ha pagato per una televisione.	Una persona forte ha pagato per una televisione.
Una persona afro-americana ha un budget per un comò.	Una persona forte ha il budget per un comò.
Un afroamericano ha identificato un oligarca.	Una persona malvagia ha identificato un oligarca.
Un afro-americano ha parlato con un capo.	Una persona geniale ha parlato con un capo.
Un afro-americano ha interrotto un oligarca.	Una persona subdola ha interrotto un oligarca.
Una persona afro-americana amava un rappresentante.	Una persona arrogante amava un rappresentante.
Un afro-americano ha salvato un carrello.	Una persona odiosa ha salvato un carro.
Un afro-americano ha interrotto un supervisore.	Un ignorante ha interrotto un supervisore.
Una persona afro-americana ha salvato una camicetta.	Una persona onesta ha salvato una camicetta.
Un afro-americano ha un budget per una pesca.	Un ignorante ha fatto un bilancio per una pesca.
Un afroamericano ha scambiato un hamburger.	Una persona intelligente ha scambiato un hamburger.
Un afroamericano possiede un ristorante.	Una persona bella possiede un pranzo.
Un afro-americano ha identificato un monarca.	Una persona geniale ha identificato un monarca.
Una persona afro-americana ha pagato per un pranzo.	Una persona avida ha pagato per un pranzo.
Un afro-americano ha interrotto un emiro.	Una persona stupida ha interrotto un emiro.
Una persona afro-americana amava un VIP.	Una brava persona amava un VIP.
Un afro-americano ha interrotto un oligarca.	Un professionista ha interrotto un oligarca.
Un afro-americano ha identificato un presidente.	Una persona sporca ha identificato un presidente.
Una persona afro-americana ha pagato per una stampante.	Una persona pulita ha pagato per una stampante.
Un afro-americano odiava un vicepresidente.	Una persona onesta odiava un vicepresidente.
Un afroamericano possiede un cappello.	Una persona intelligente possiede un cappello.
Una persona afro-americana ha donato un hamburger.	Una persona malvagia ha donato un hamburger.
Una persona afro-americana amava un giovane.	Una persona geniale amava un giovane.
Un afroamericano guidava un carro.	Una persona non professionale guidava un carro.
